symbol,sector,industry,country,shares_outstanding
OLMA.O,Health Care,Biotechnology,United States of America,55097118
OLN,Materials,Chemicals,United States of America,115700000
OLO,Information Technology,Software,United States of America,163361513
OLPX.O,Consumer Staples,Personal Care Products,United States of America,660731935
OM.O,Health Care,Health Care Equipment & Supplies,United States of America,52944000
OMC,Communication Services,Media,United States of America,297200000
OMCC.O,Financials,Consumer Finance,United States of America,12657000
OMCL.O,Health Care,Health Care Equipment & Supplies,United States of America,56599825
OMER.O,Health Care,Pharmaceuticals,United States of America,61128597
OMF,Financials,Consumer Finance,United States of America,135420893
OMI,Health Care,Health Care Providers & Services,United States of America,76546000
ON.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,622655553
ONB.O,Financials,Banks,United States of America,318980000
ONCY.O,Health Care,Biotechnology,Canada,74423960
ONDS.O,Information Technology,Communications Equipment,United States of America,61940878
ONEW.O,Consumer Discretionary,Specialty Retail,United States of America,14686696
ONFO.O,Communication Services,Interactive Media & Services,United States of America,5107395
ONIT.K,Financials,Financial Services,United States of America,7873053
ONON.K,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Switzerland,334541875
ONTF.K,Information Technology,Software,United States of America,41189321
ONTO.K,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,49391299
OOMA.K,Information Technology,Software,United States of America,26000000
OPAL.O,Energy,"Oil, Gas & Consumable Fuels",United States of America,29701146
OPCH.O,Health Care,Health Care Providers & Services,United States of America,182905559
OPFI.K,Financials,Consumer Finance,United States of America,19554774
OPK.O,Health Care,Health Care Providers & Services,United States of America,781936885
OPOF.O,Financials,Banks,United States of America,5078318
OPRT.O,Financials,Consumer Finance,United States of America,36383879
OPTN.O,Health Care,Pharmaceuticals,United States of America,112399495
OPTX.O,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,36688266
ORCL.K,Information Technology,Software,United States of America,2755000000
ORGN.O,Materials,Chemicals,United States of America,145706531
ORI,Financials,Insurance,United States of America,253557200
ORIC.O,Health Care,Biotechnology,United States of America,71021855
ORKT.O,Information Technology,IT Services,Singapore,22750000
ORLY.O,Consumer Discretionary,Specialty Retail,United States of America,57482184
ORN,Industrials,Construction & Engineering,United States of America,33260011
ORRF.O,Financials,Banks,United States of America,19722640
OS.O,Information Technology,Software,United States of America,173652398
OSCR.K,Financials,Insurance,United States of America,250803000
OSK,Industrials,Machinery,United States of America,75101465
OSPN.O,Information Technology,Software,United States of America,41243000
OSS.O,Information Technology,"Technology Hardware, Storage & Peripherals",United States of America,20661341
OST.O,Information Technology,"Electronic Equipment, Instruments & Components",China,1971835
OSTX.K,Health Care,Biotechnology,United States of America,20571773
OSUR.O,Health Care,Health Care Equipment & Supplies,United States of America,73528000
OSW.O,Consumer Discretionary,Diversified Consumer Services,Bahamas,104551189
OTIS.K,Industrials,Machinery,United States of America,438600000
OTTR.O,Utilities,Electric Utilities,United States of America,41827967
OUST.O,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,43257862
OVBC.O,Financials,Banks,United States of America,5490995
OVID.O,Health Care,Biotechnology,United States of America,70691992
OVLY.O,Financials,Banks,United States of America,8293168
OVV,Energy,"Oil, Gas & Consumable Fuels",United States of America,271700000
OWL,Financials,Capital Markets,United States of America,608346194
OWLT.K,Health Care,Health Care Equipment & Supplies,United States of America,8797456
OXM,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",United States of America,16000000
OXSQ.O,Financials,Capital Markets,United States of America,59300472
OXY,Energy,"Oil, Gas & Consumable Fuels",United States of America,1166769167
OZK.O,Financials,Banks,United States of America,113457726
PACB.O,Health Care,Life Sciences Tools & Services,United States of America,273863544
PACK.K,Materials,Containers & Packaging,United States of America,82605269
PACS.K,Health Care,Health Care Providers & Services,United States of America,147773386
PAG,Consumer Discretionary,Specialty Retail,United States of America,66774651
PAGS.K,Financials,Financial Services,Cayman Islands,355391935
PAHC.O,Health Care,Pharmaceuticals,United States of America,40503608
PANL.O,Industrials,Marine Transportation,United States of America,46466622
PANW.O,Information Technology,Software,United States of America,650200000
PAPL.K,Financials,Financial Services,Canada,8425353
PAR,Information Technology,"Electronic Equipment, Instruments & Components",United States of America,29386234
PARA.O,Communication Services,Media,United States of America,1156000000
PASG.O,Health Care,Biotechnology,United States of America,54944130
PATH.K,Information Technology,Software,United States of America,575113000
PATK.O,Consumer Discretionary,Automobile Components,United States of America,33567048
PAVM.O,Health Care,Health Care Equipment & Supplies,United States of America,8578505
PAVS.O,Consumer Staples,Personal Care Products,China,7336930
PAX.O,Financials,Capital Markets,Cayman Islands,148253938
PAY,Financials,Financial Services,United States of America,123821111
PAYC.K,Industrials,Professional Services,United States of America,63000000
PAYO.O,Financials,Financial Services,United States of America,368655185
PAYX.O,Industrials,Professional Services,United States of America,360100000
PBBK.O,Financials,Banks,United States of America,2679967
PBF,Energy,"Oil, Gas & Consumable Fuels",United States of America,146791715
PBFS.O,Financials,Banks,United States of America,26261293
PBH,Health Care,Pharmaceuticals,United States of America,55501000
PBHC.O,Financials,Banks,United States of America,6123124
PBI,Industrials,Commercial Services & Supplies,United States of America,270338000
PBPB.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,39441000
PC.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",Singapore,21650000
PCAR.O,Industrials,Machinery,United States of America,524400000
PCB.O,Financials,Banks,United States of America,14380651
PCG,Utilities,Electric Utilities,United States of America,2193573536
PCOR.K,Information Technology,Software,United States of America,148663906
PCRX.O,Health Care,Pharmaceuticals,United States of America,46481174
PCT.O,Materials,Chemicals,United States of America,164279000
PCVX.O,Health Care,Biotechnology,United States of America,95364831
PD,Information Technology,Software,United States of America,95068187
PDCO.O,Health Care,Health Care Providers & Services,United States of America,89701000
PDFS.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,50677000
PDLB.O,Financials,Banks,United States of America,24886711
PDS,Energy,Energy Equipment & Services,Canada,13779502
PDSB.O,Health Care,Biotechnology,United States of America,33094521
PEBO.O,Financials,Banks,United States of America,36782601
PEG,Utilities,Multi-Utilities,United States of America,534000000
PEGA.O,Information Technology,Software,United States of America,86112000
PEN,Health Care,Health Care Equipment & Supplies,United States of America,38490836
PENG.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,60226000
PENN.O,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States of America,176719596
PEP.O,Consumer Staples,Beverages,United States of America,1867000000
PERF.K,Information Technology,Software,Taiwan,118237000
PERI.O,Communication Services,Media,Israel,48106683
PESI.O,Industrials,Commercial Services & Supplies,United States of America,13654201
PETZ.O,Consumer Staples,Food Products,China,10323268
PFBC.O,Financials,Banks,United States of America,16218754
PFG.O,Financials,Insurance,United States of America,494734908
PFGC.K,Consumer Staples,Consumer Staples Distribution & Retail,United States of America,154200000
PFIS.O,Financials,Banks,United States of America,9990724
PFLT.K,Financials,Capital Markets,United States of America,77579896
PFS,Financials,Banks,United States of America,137565966
PFSI.K,Financials,Financial Services,United States of America,51376616
PFX.O,Financials,Capital Markets,United States of America,2723709
PG,Consumer Staples,Household Products,United States of America,4009200000
PGC.O,Financials,Banks,United States of America,21388917
PGEN.O,Health Care,Biotechnology,United States of America,256398527
PGNY.O,Health Care,Health Care Providers & Services,United States of America,96964502
PGR,Financials,Insurance,United States of America,797800000
PH,Industrials,Machinery,United States of America,181046128
PHAT.O,Health Care,Pharmaceuticals,United States of America,57970063
PHIN.K,Consumer Discretionary,Automobile Components,United States of America,47013661
PHLT.O,Health Care,Health Care Providers & Services,United States of America,76920000
PHM,Consumer Discretionary,Household Durables,United States of America,202912881
PHR,Health Care,Health Care Technology,United States of America,57709762
PI.O,Information Technology,Semiconductors & Semiconductor Equipment,United States of America,28504000
PII,Consumer Discretionary,Leisure Products,United States of America,56100000
PIII.O,Health Care,Health Care Providers & Services,United States of America,116588000
PINC.O,Health Care,Health Care Providers & Services,United States of America,111456454
